,UMAP1,UMAP2,UMAP3,cluster_label,Planet
141,0.994605,8.763499,4.658913,1,GJ 849 b
142,8.492796,3.85266,6.247314,1,GJ 849 c
143,-0.646532,8.620801,3.6380162,1,GJ 876 b
144,-1.1346924,9.122928,4.4743214,1,GJ 876 b
145,-1.128569,9.130935,4.4884806,1,GJ 876 b
146,0.713535,8.163035,2.8690119,1,GJ 876 b
147,0.6758354,8.169072,2.8889444,1,GJ 876 c
148,0.6791817,8.156831,2.8507917,1,GJ 876 c
149,0.58380646,8.216914,2.970634,1,GJ 876 c
150,-1.3308874,9.264048,4.633408,1,GJ 876 d
151,-0.7402144,8.699435,3.7583451,1,GJ 876 d
152,-1.017484,9.05095,4.4040036,1,GJ 876 e
153,0.5726173,9.388246,5.2994294,1,GJ 887 b
154,0.48162383,8.012147,2.3908052,1,GJ 9066 c
155,1.2604978,8.238681,3.149919,1,GJ 9689 b
156,12.620031,9.745561,1.2470472,0,GPX-1 b
157,1.3805454,8.794186,4.1878314,1,Gl 378 b
158,1.2660862,8.172894,3.0324407,1,Gl 49 b
159,0.6001297,8.842605,4.437684,1,Gl 686 b
160,0.6078023,9.034533,4.77943,1,Gl 686 b
161,0.13287553,9.410938,5.320725,1,Gl 686 b
162,12.161291,11.946096,3.3142548,0,HAT-P-1 b
163,12.264253,11.850858,3.2498899,0,HAT-P-1 b
164,6.298321,9.55191,4.693541,0,HAT-P-11 b
165,3.3495069,10.191433,5.455843,1,HAT-P-12 b
166,3.4566414,10.284353,5.5122175,0,HAT-P-12 b
167,10.984937,11.982166,3.1041129,0,HAT-P-13 b
168,7.8155518,4.621126,2.880581,4,HAT-P-13 c
169,12.173742,9.47104,1.5673629,0,HAT-P-14 b
170,12.102788,9.4482,1.6106627,0,HAT-P-14 b
171,8.777372,8.893085,3.5971196,0,HAT-P-15 b
172,11.938941,10.46324,2.6148543,0,HAT-P-16 b
173,7.6411843,6.979674,3.1839979,0,HAT-P-17 b
174,9.536984,4.5750704,6.1469817,0,HAT-P-17 c
175,8.746937,3.5978324,5.2473245,4,HAT-P-17 c
176,5.477602,9.994991,5.0544767,0,HAT-P-18 b
177,6.222501,10.500347,5.139615,0,HAT-P-19 b
178,8.290602,5.75189,2.1984122,4,HAT-P-2 b
179,8.284288,5.728087,2.1960056,4,HAT-P-2 b
180,8.286756,5.7364583,2.1920304,4,HAT-P-2 b
181,3.3260243,10.171012,5.4495125,1,HAT-P-20 b
182,8.734709,8.70402,3.5475965,0,HAT-P-21 b
183,7.8872905,12.232275,5.5120735,0,HAT-P-22 b
184,10.013898,10.029646,3.327325,0,HAT-P-23 b
185,11.537954,9.91358,2.552085,0,HAT-P-24 b
186,9.103716,12.302529,4.8413205,0,HAT-P-25 b
187,9.117518,12.380952,4.8735027,0,HAT-P-25 b
188,6.7945495,9.97372,4.787602,0,HAT-P-26 b
189,7.664859,10.814379,4.91853,0,HAT-P-27 b
190,7.424103,12.500716,5.853871,0,HAT-P-27 b
191,9.785126,11.752789,4.2494054,0,HAT-P-28 b
192,11.288969,9.945058,2.7375226,0,HAT-P-29 b
193,11.128675,9.797017,2.7471929,0,HAT-P-29 b
194,7.1348486,12.3432045,5.912325,0,HAT-P-3 b
195,7.1082706,12.323179,5.919952,0,HAT-P-3 b
196,6.780052,12.276881,5.965319,0,HAT-P-3 b
197,11.752293,10.107728,2.5465393,0,HAT-P-30 b
198,9.563788,7.6056633,2.5985696,0,HAT-P-31 b
199,10.2625265,9.243429,2.9099867,0,HAT-P-32 b
200,12.389728,10.948658,2.5994666,0,HAT-P-32 b
201,12.782135,10.255592,1.564051,0,HAT-P-33 b
202,8.551003,6.104355,2.1859019,4,HAT-P-34 b
203,12.073373,10.647839,2.5007157,0,HAT-P-35 b
204,9.536522,11.693207,4.3433204,0,HAT-P-36 b
205,9.51279,11.729271,4.3866277,0,HAT-P-36 b
206,8.734744,11.547964,4.6804667,0,HAT-P-37 b
207,7.750283,10.941719,4.928735,0,HAT-P-38 b
208,12.793987,10.250844,1.5605588,0,HAT-P-39 b
209,10.519169,10.273606,3.086775,0,HAT-P-4 b
210,11.40024,11.764046,2.7281284,0,HAT-P-4 b
211,12.162702,10.903215,1.9497851,0,HAT-P-40 b
212,12.707407,10.291818,1.6126673,0,HAT-P-41 b
213,11.148246,12.069505,3.0429857,0,HAT-P-42 b
214,10.032547,12.946185,4.7170167,0,HAT-P-43 b
215,7.687573,11.619624,5.31866,0,HAT-P-44 b
216,8.129262,5.595797,2.9526412,4,HAT-P-44 c
217,11.631545,9.969574,2.548523,0,HAT-P-45 b
218,10.876009,9.511117,2.7063887,0,HAT-P-46 b
219,12.613598,9.833825,1.3155727,0,HAT-P-49 b
220,12.088354,12.034343,3.3723223,0,HAT-P-5 b
221,11.480387,9.549985,2.2184298,0,HAT-P-50 b
222,8.887281,9.738196,3.8740623,0,HAT-P-51 b
223,6.9660034,11.104299,5.257926,0,HAT-P-52 b
224,10.123664,9.619894,3.1318917,0,HAT-P-53 b
225,2.7986429,9.671351,5.1569843,1,HAT-P-54 b
226,12.646397,9.153167,0.7360934,0,HAT-P-57 b
227,11.313096,10.22756,2.7015102,0,HAT-P-58 b
228,9.84261,12.174553,4.4228706,0,HAT-P-59 b
229,12.844727,10.199557,1.5477273,0,HAT-P-6 b
230,9.696508,7.557249,2.511676,0,HAT-P-60 b
231,9.045064,9.656689,3.7719169,0,HAT-P-61 b
232,9.436714,9.8733635,3.635544,0,HAT-P-62 b
233,7.932471,11.051811,4.8705196,0,HAT-P-63 b
234,12.047495,9.5458555,1.6789169,0,HAT-P-64 b
235,9.124286,7.2222805,2.6643264,0,HAT-P-65 b
236,10.818039,10.228616,2.8987484,0,HAT-P-66 b
237,12.514545,10.14791,1.5137101,0,HAT-P-67 b
238,3.0279057,9.901245,5.311442,1,HAT-P-68 b
239,12.642562,9.156861,0.74686855,0,HAT-P-69 b
240,12.629681,10.033825,1.4254724,0,HAT-P-7 b
241,12.559117,9.202349,0.8126848,0,HAT-P-70 b
242,12.4868555,10.76647,2.1710672,0,HAT-P-8 b
243,11.509217,9.812597,2.4990833,0,HAT-P-9 b
244,12.825534,10.574401,1.9945319,0,HAT-P-9 b
245,9.718473,9.782136,3.4060855,0,HATS-1 b
246,7.877208,5.6924925,2.5155463,4,HATS-10 b
247,9.102483,6.9586415,2.532395,0,HATS-11 b
248,12.08324,9.664186,1.702782,0,HATS-12 b
249,7.617937,10.162875,4.637036,0,HATS-15 b
250,11.0882,12.4302845,3.697497,0,HATS-16 b
251,10.353273,11.959885,4.086501,0,HATS-17 b
252,8.922367,9.133071,3.6088262,0,HATS-18 b
253,7.247587,12.358978,5.892068,0,HATS-2 b
254,5.4136143,9.939499,5.033075,0,HATS-22 b
255,9.850501,9.908708,3.3790898,0,HATS-23 b
256,9.6058855,7.449953,2.3983638,0,HATS-24 b
257,12.313502,11.809,3.2465534,0,HATS-24 b
258,8.973295,9.024863,3.5371087,0,HATS-25 b
259,9.657517,7.5960193,2.5858917,0,HATS-26 b
260,8.188331,5.522908,2.2164905,4,HATS-27 b
261,8.634788,8.947254,3.6920803,0,HATS-28 b
262,9.044997,9.2490225,3.5906336,0,HATS-29 b
263,12.865767,10.525238,1.9160768,0,HATS-3 b
264,10.03536,10.256158,3.4337358,0,HATS-30 b
265,9.668943,7.607108,2.592731,0,HATS-31 b
266,7.8906145,5.864092,2.6017716,4,HATS-32 b
267,9.605865,11.63774,4.296149,0,HATS-33 b
268,7.7302384,10.217073,4.6070004,0,HATS-34 b
269,9.4472065,7.216141,2.3744175,0,HATS-35 b
270,11.110831,9.756071,2.7296557,0,HATS-36 b
271,7.540689,12.542031,5.79102,0,HATS-37 A b
272,10.676166,12.729502,4.2333446,0,HATS-38 b
273,9.646271,7.334789,2.2918775,0,HATS-39 b
274,8.169802,12.513308,5.4577723,0,HATS-4 b
275,9.521672,7.2184877,2.3195443,0,HATS-40 b
276,8.666066,6.2220736,2.1687114,0,HATS-41 b
277,9.575911,7.7121124,2.5857825,0,HATS-42 b
278,6.9347987,9.518104,4.555921,0,HATS-43 b
279,7.584997,7.1972275,3.345689,0,HATS-44 b
280,9.6712265,7.430533,2.3202128,0,HATS-45 b
281,7.3569403,5.5101676,2.6994848,4,HATS-46 b
282,3.0839274,9.675932,5.1269836,1,HATS-47 b
283,5.871554,9.6480055,4.8117113,1,HATS-48 A b
284,2.8221254,9.704225,5.198413,1,HATS-49 b
285,7.5673537,12.043834,5.58542,0,HATS-5 b
286,7.9425364,5.6214123,2.447661,4,HATS-50 b
287,8.789831,7.009727,2.743495,0,HATS-51 b
288,9.327534,7.5103745,2.7642734,0,HATS-52 b
289,8.214379,7.09136,3.0630398,0,HATS-53 b
290,10.062904,12.99755,4.691877,0,HATS-54 b
291,9.781262,9.8569565,3.4111383,0,HATS-54 b
292,11.272928,9.842472,2.683555,0,HATS-55 b
293,12.539289,10.026034,1.457965,0,HATS-56 b
294,9.298692,12.254392,4.7376204,0,HATS-57 b
295,12.244934,9.256452,1.2648488,0,HATS-58 A b
296,9.200989,9.594457,3.663931,0,HATS-59 b
297,9.851947,4.4995627,5.990617,0,HATS-59 c
298,8.977279,8.638849,3.4329503,0,HATS-60 b
299,9.969948,10.036063,3.3790824,0,HATS-61 b
300,7.8213167,7.155222,3.2271564,0,HATS-62 b
301,9.128701,9.51199,3.6696644,0,HATS-63 b
302,11.97573,9.459454,1.6828333,0,HATS-64 b
303,11.538168,9.972716,2.5760822,0,HATS-65 b
304,12.2089815,9.583447,1.5161036,0,HATS-66 b
305,12.219489,9.5159855,1.5675172,0,HATS-67 b
306,12.079933,10.576641,2.2808292,0,HATS-68 b
307,7.320195,5.7189074,2.7587426,4,HATS-69 b
308,6.7993226,9.520359,4.581449,0,HATS-7 b
309,12.516358,9.173508,0.87718725,0,HATS-70 b
310,-0.11311244,9.363647,5.253596,1,HATS-71 b
311,3.4604187,10.279793,5.508687,0,HATS-72 b
312,1.0510391,9.292534,5.141582,1,HATS-74 A b
313,1.1012231,9.191936,4.962608,1,HATS-75 b
314,1.5673815,9.301603,5.0505824,1,HATS-76 b
315,1.5821426,9.35408,5.131762,1,HATS-77 b
316,9.453026,9.747055,3.6127272,0,HATS-9 b
317,11.012979,0.64370596,6.992948,0,HD 100655 b
318,9.603659,9.867517,3.5269516,0,HD 102117 b
319,7.4976716,9.9538355,4.581487,0,HD 102195 b
320,11.074322,1.988605,6.412654,0,HD 102329 b
321,11.949236,2.3756971,7.4686456,0,HD 102956 b
322,9.225312,4.3233376,4.7435412,4,HD 103891 b
323,10.984628,3.35322,6.6517444,0,HD 10442 b
324,11.027225,0.6081758,6.887163,0,HD 104985 b
325,9.502499,4.263593,6.1576962,0,HD 105779 b
326,8.840617,4.2942424,4.113604,4,HD 106252 b
327,8.86129,4.3116035,4.138149,4,HD 106252 b
328,9.084751,3.9198096,4.7627654,4,HD 106270 b
329,9.387813,7.16933,2.4039743,0,HD 106315 b
330,10.350421,8.788309,2.6707525,0,HD 106315 c
331,9.813252,4.7773867,5.4415975,0,HD 10647 b
332,8.7053995,3.6624067,4.8322043,4,HD 106515 A b
333,10.011672,4.6123013,5.8157473,0,HD 10697 b
334,8.244856,5.6919174,2.1914775,4,HD 108147 b
335,9.271975,11.8987255,4.587501,0,HD 108236 b
336,9.265788,12.064091,4.6540294,0,HD 108236 c
337,9.304922,11.8427515,4.5469937,0,HD 108236 d
338,9.314867,11.806413,4.525396,0,HD 108236 e
339,9.254069,11.871828,4.592549,0,HD 108236 f
340,11.675685,2.448703,7.3161025,0,HD 108863 b
341,8.737743,9.117559,3.8778484,0,HD 108874 b
342,9.247616,4.8174233,5.053668,4,HD 108874 c
343,11.267492,12.397614,3.685169,0,HD 109749 b
344,11.934405,12.095674,3.396635,0,HD 109749 b
345,10.779798,1.1812443,6.0865245,4,HD 10975 b
346,10.265787,8.665038,2.6550152,0,HD 110082 b
347,10.873752,1.7346501,6.4214716,4,HD 111591 b
348,10.920563,-0.40303198,5.904805,3,HD 112640 b
349,7.0444508,5.788461,2.8703492,4,HD 113538 b
350,8.821018,4.8859267,4.931527,4,HD 113538 c
351,10.925103,-0.12282065,6.052003,3,HD 113996 b
352,8.615526,6.180183,2.1780584,4,HD 114082 b
353,8.203932,11.408287,5.184401,0,HD 114783 b
354,9.328481,4.6557155,4.836522,4,HD 11506 b
355,9.068812,4.357633,4.4263396,4,HD 11506 b
356,9.053154,4.412187,4.3546724,4,HD 11506 b
357,9.433008,4.702484,4.99246,4,HD 11506 b
358,9.460175,7.2441554,3.5595124,0,HD 11506 c
359,9.349568,7.216345,3.396542,0,HD 11506 c
360,8.4887085,6.2544255,2.5929081,4,HD 11506 c
361,11.245424,2.7499135,7.1010227,0,HD 116029 b
362,8.420512,6.1947823,2.5043964,4,HD 117618 b
363,10.158081,3.821362,6.272682,0,HD 11964 b
364,8.676537,7.906089,3.3297136,0,HD 11964 c
365,10.307418,1.8499017,5.7820477,4,HD 120084 b
366,8.391292,5.814048,3.020388,4,HD 125612 b
367,10.17478,11.712959,4.0600705,0,HD 125612 c
368,9.330436,4.0677795,5.9141564,4,HD 125612 d
369,8.403803,6.2275395,2.926285,4,HD 12661 b
370,8.426463,6.2325187,2.9402506,4,HD 12661 b
371,8.431268,6.2665606,2.945096,4,HD 12661 b
372,9.813099,4.3547406,6.0636272,0,HD 12661 c
373,9.82726,4.395519,6.0493827,0,HD 12661 c
374,9.781832,4.3470407,6.0807447,0,HD 12661 c
375,8.90744,4.536935,4.15829,4,HD 126614 b
376,7.102945,5.723817,2.840139,4,HD 128356 b
377,11.185454,2.4157379,6.6292725,0,HD 131496 b
378,9.007169,5.235117,4.0710244,4,HD 132406 b
379,9.453796,4.6278443,5.016307,4,HD 132563 b
380,9.086733,7.8119106,3.502312,0,HD 134987 b
381,8.233186,3.4575756,6.3249955,4,HD 134987 c
382,10.066539,12.936677,4.6819215,0,HD 136352 b
383,9.953343,11.404748,4.0137553,0,HD 136352 b
384,10.255731,11.847487,4.082364,0,HD 136352 c
385,10.04522,12.936385,4.69955,0,HD 136352 c
386,10.031382,12.808458,4.668814,0,HD 136352 d
387,10.087203,11.348471,3.8884075,0,HD 136352 d
388,11.252718,2.13722,6.090717,0,HD 136418 b
389,7.6800966,6.918221,3.2221649,4,HD 137388 b
390,12.400904,10.579541,1.9730198,0,HD 13908 b
391,9.841238,4.820985,5.4139423,0,HD 13908 c
392,8.367387,3.5543811,6.4408526,4,HD 13931 b
393,8.921805,8.245692,3.3522036,0,HD 1397 b
394,8.877224,8.170363,3.339921,0,HD 1397 b
395,10.390784,1.7646561,5.855783,4,HD 14067 b
396,8.889787,11.937776,4.884822,0,HD 141399 b
397,8.800257,11.817837,4.9119835,0,HD 141399 c
398,10.010886,4.496131,6.012785,0,HD 141399 d
399,8.434047,3.6284683,6.4389815,4,HD 141399 e
400,8.548092,5.9289107,3.131736,4,HD 141937 b
401,10.929157,2.4606223,6.817871,0,HD 142245 b
402,9.280365,5.078864,5.1448483,0,HD 143361 b
403,9.152507,6.9937024,2.8222258,0,HD 145377 b
404,10.976083,0.64509225,6.893242,0,HD 145457 b
405,9.362009,9.524155,3.5041666,0,HD 1461 b
406,1.5205761,9.436786,5.297152,1,HD 147379 b
407,9.666927,7.5697803,2.7077403,0,HD 147873 b
408,9.518923,6.967216,3.4720414,0,HD 147873 c
409,8.83724,4.3136764,4.0351815,4,HD 148156 b
410,7.879554,5.0604687,2.7027316,4,HD 148164 b
411,8.212281,3.4312744,6.2931833,4,HD 148164 c
412,11.827613,2.730543,6.729084,0,HD 148427 b
413,12.385451,10.820593,2.3723981,0,HD 149026 b
414,11.530497,10.361918,2.653509,0,HD 149026 b
415,11.236877,11.561124,2.8193614,0,HD 149143 b
416,11.243825,11.620829,2.8577342,0,HD 149143 b
417,10.929297,0.41823894,6.2990174,0,HD 150010 b
418,11.8259,2.6980903,6.9771566,0,HD 1502 b
419,8.761514,3.8818314,4.653088,4,HD 152079 b
420,11.642628,2.6343133,7.1373334,0,HD 152581 b
421,7.02461,9.481137,4.5218906,0,HD 15337 b
422,7.058353,9.406942,4.4880605,0,HD 15337 c
423,8.860071,6.1580715,3.2388535,4,HD 153950 b
424,9.050538,3.6974998,5.3997784,4,HD 154345 b
425,7.804145,5.1379185,2.6621768,4,HD 154672 b
426,7.834092,5.1066,2.6822686,4,HD 154672 b
427,8.259144,5.7884645,2.8207183,4,HD 154857 b
428,9.397882,5.0183897,4.7934203,0,HD 156411 b
429,7.068749,11.972873,5.687682,0,HD 156668 b
430,11.149547,2.0184286,6.0982184,4,HD 158038 b
431,10.946586,-0.5254907,5.816421,3,HD 158996 b
432,5.79192,9.8022585,4.910471,0,HD 15906 b
433,5.332351,10.108032,5.1793323,0,HD 15906 c
434,12.299609,11.826481,3.2732491,0,HD 159243 b
435,10.293493,11.109778,3.6675875,0,HD 159243 c
436,7.9804435,4.3820148,3.112127,4,HD 159868 b
437,11.438088,2.929543,6.950975,0,HD 1605 b
438,11.461877,2.9170833,6.8897233,0,HD 1605 b
439,10.605573,2.5940235,6.5524364,0,HD 1605 c
440,10.5952,2.589282,6.5490355,0,HD 1605 c
441,10.129294,4.7100153,5.9549775,0,HD 160691 b
442,8.306069,3.5099707,6.3916283,4,HD 160691 c
443,9.072742,8.851429,3.4438534,0,HD 160691 d
444,10.34712,11.207445,3.6140254,0,HD 160691 e
445,11.030781,0.588294,6.967773,0,HD 161178 b
446,7.675687,4.676607,2.8252165,4,HD 163607 b
447,7.654447,4.739995,2.7755246,4,HD 163607 b
448,10.040388,4.5716014,5.9171977,0,HD 163607 c
449,9.955587,4.5905094,5.8726835,0,HD 163607 c
450,9.277404,7.3595786,3.4249327,0,HD 164509 b
451,9.281676,7.3168297,3.4087713,0,HD 164509 b
452,9.736281,4.618942,6.0035853,0,HD 164922 b
453,9.662374,4.6919274,5.913712,0,HD 164922 b
454,7.390525,9.218827,4.340971,0,HD 164922 c
455,7.7379723,10.126326,4.5578003,0,HD 164922 c
456,7.751248,10.150416,4.559051,0,HD 164922 d
457,8.405331,8.835743,4.0864305,0,HD 165155 b
458,7.827192,4.966105,2.5027342,4,HD 1666 b
459,10.97974,0.66033554,6.8905582,0,HD 167768 b
460,7.806398,5.4871516,2.5988574,4,HD 168443 b
461,7.80445,5.4831095,2.5913959,4,HD 168443 b
462,9.477867,4.5639777,5.2226367,4,HD 168443 c
463,9.419387,4.56939,5.2122564,4,HD 168443 c
464,10.490765,1.529202,5.8311696,4,HD 1690 b
465,9.93938,4.637249,5.82424,0,HD 170469 b
466,9.170839,4.9054723,5.0655007,4,HD 171238 b
467,7.7254486,4.8533583,2.5554435,4,HD 17156 b
468,7.715676,4.8656487,2.6103866,4,HD 17156 b
469,7.729813,4.8421364,2.5814223,4,HD 17156 b
470,10.88481,0.6708459,6.3148885,0,HD 173416 b
471,10.912604,-0.16537976,6.041391,3,HD 174205 b
472,11.208797,2.125614,6.012886,4,HD 175541 b
473,5.914481,10.311096,5.119186,0,HD 176986 b
474,6.1080813,9.964296,4.928394,0,HD 176986 c
475,11.369331,3.0682137,7.1272383,0,HD 177830 b
476,11.25293,2.2572937,5.9264727,0,HD 177830 c
477,10.828908,11.697182,3.1574814,0,HD 179079 b
478,10.032761,9.995584,3.3124297,0,HD 179079 b
479,10.901329,1.0959983,6.290601,0,HD 180314 b
480,0.6326639,8.529912,3.763252,1,HD 180617 b
481,0.5701887,8.700762,4.19573,1,HD 180617 b
482,11.720816,2.794239,6.9335775,0,HD 180902 b
483,11.302776,2.3135204,6.622275,0,HD 181342 b
484,11.684334,2.4750502,6.954329,0,HD 181342 b
485,7.4011126,6.7564673,3.1335242,0,HD 181433 b
486,8.886786,5.032165,4.89244,4,HD 181433 c
487,8.792175,4.2419834,4.7178392,4,HD 181433 d
488,9.317766,5.0120773,4.8595343,4,HD 181720 b
489,8.714852,5.987997,3.2378638,4,HD 183263 b
490,8.763685,5.941385,3.2986755,4,HD 183263 b
491,8.773611,6.0243573,3.2795565,4,HD 183263 b
492,8.26685,3.4786704,6.4010677,4,HD 183263 c
493,9.078385,3.699131,5.4279222,4,HD 183263 c
494,8.647494,7.365612,3.0338202,0,HD 183579 b
495,11.77577,2.686328,7.405733,0,HD 184010 b
496,11.523672,2.8278763,7.3587613,0,HD 184010 c
497,11.28802,2.7607825,7.1860633,0,HD 184010 d
498,10.928478,-0.53005755,5.801816,3,HD 18438 b
499,7.55388,7.0268874,3.2493832,0,HD 18599 b
500,10.920506,12.521243,3.948206,0,HD 187123 b
501,10.948562,12.527305,3.9390738,0,HD 187123 b
502,9.065683,3.6357498,5.3931637,4,HD 187123 c
503,9.066252,3.6338217,5.4413815,4,HD 187123 c
504,11.319085,2.3897896,6.774143,0,HD 18742 b
505,5.816409,9.685961,4.8490386,1,HD 190007 b
506,8.696415,3.6461768,4.931807,4,HD 190360 b
507,9.068413,3.8107076,5.242945,4,HD 190360 b
508,8.74326,8.508075,3.4945276,0,HD 190360 c
509,8.6211,3.497375,4.888223,4,HD 190984 b
510,7.7366095,12.427429,5.6841197,0,HD 191939 b
511,7.754768,11.778468,5.386112,0,HD 191939 b
512,7.772306,12.359639,5.648912,0,HD 191939 c
513,7.8051915,11.761699,5.361598,0,HD 191939 c
514,7.7531285,12.333616,5.6522064,0,HD 191939 d
515,7.8398485,11.803318,5.378071,0,HD 191939 d
516,7.857961,12.139665,5.543553,0,HD 191939 e
517,8.014049,11.754863,5.316253,0,HD 191939 e
518,8.380846,3.5996501,6.464299,4,HD 191939 f
519,8.357051,11.658724,5.181325,0,HD 191939 g
520,8.295074,7.6295986,3.3348122,0,HD 192310 b
521,11.865193,2.670796,6.8183866,0,HD 192699 b
522,11.032317,11.945377,3.1097212,0,HD 195019 b
523,11.05797,11.948521,3.1006825,0,HD 195019 b
524,8.581472,3.4440947,4.7887206,4,HD 196067 b
525,10.9532175,-0.23051529,6.0049686,3,HD 19615 b
526,8.838703,4.3191833,4.0105605,4,HD 196885 A b
527,8.860918,4.329955,4.060399,4,HD 196885 A b
528,11.484508,2.8279831,7.2455506,0,HD 200964 b
529,11.288786,2.2925112,6.5819216,0,HD 200964 c
530,11.490013,2.5177135,7.3867335,0,HD 202696 b
531,11.130347,2.509813,7.08317,0,HD 202696 c
532,12.334087,10.170783,1.6377541,0,HD 202772 A b
533,9.992622,12.9762,4.7412653,0,HD 20329 b
534,8.9120655,4.8146944,4.893477,4,HD 204941 b
535,9.3300905,7.0784636,3.3405561,0,HD 205739 b
536,11.138218,1.9760355,6.36763,0,HD 206610 b
537,7.8580275,4.340834,3.117564,4,HD 20782 b
538,7.8644104,5.172511,2.7411609,4,HD 20782 b
539,8.885584,9.295744,3.7870245,0,HD 207832 b
540,8.793562,9.0057335,3.7426999,0,HD 207832 b
541,9.259421,4.9814954,4.982737,4,HD 207832 c
542,6.7809076,10.959479,5.2307215,0,HD 207897 b
543,7.206097,5.2725687,2.8326726,4,HD 20868 b
544,11.835751,2.585683,7.2679806,0,HD 208897 b
545,11.843791,2.6093144,7.1566687,0,HD 210702 b
546,8.176122,4.1123786,3.571044,4,HD 211810 b
547,11.852888,2.5923667,6.9704037,0,HD 212771 b
548,12.147429,11.966968,3.3416052,0,HD 213885 b
549,12.161082,11.948454,3.3433099,0,HD 213885 c
550,9.451134,4.527098,5.290906,4,HD 214823 b
551,6.7711687,10.493927,5.017544,0,HD 216520 b
552,6.789095,10.078919,4.839218,0,HD 216520 c
553,10.815208,1.0043736,6.1347976,4,HD 216536 b
554,9.315403,9.69129,3.6345706,0,HD 217107 b
555,9.319426,9.706461,3.6353931,0,HD 217107 b
556,8.650441,3.5459785,5.317713,4,HD 217107 c
557,8.6690235,3.5824041,4.914011,4,HD 217107 c
558,8.966636,4.4686713,4.1902823,4,HD 217786 b
559,7.522346,7.1025558,3.3193297,0,HD 218566 b
560,8.546483,3.380641,4.854653,4,HD 219077 b
561,3.5355723,10.3249,5.5303874,0,HD 219134 b
562,5.562793,12.115421,6.1442914,0,HD 219134 b
563,3.4924219,10.312059,5.516664,0,HD 219134 b
564,5.305423,9.924886,5.026915,0,HD 219134 c
565,5.2744064,9.980017,5.095439,0,HD 219134 c
566,5.5659614,12.081508,6.176068,0,HD 219134 c
567,5.524118,12.203805,6.232883,0,HD 219134 d
568,7.1111226,6.2035584,2.9571195,4,HD 219134 d
569,5.7925076,9.725987,4.878573,0,HD 219134 d
570,5.5435686,12.1375475,6.164866,0,HD 219134 g
571,9.286152,4.4718385,6.258337,0,HD 219134 h
572,8.851092,4.8555584,4.9049892,4,HD 219134 h
573,10.9978895,0.6191418,6.7406154,0,HD 219139 b
574,9.105993,3.958088,4.6941233,4,HD 219415 b
575,10.230866,10.092025,3.213986,0,HD 219828 b
576,10.907804,10.702464,2.9105852,0,HD 219828 b
577,8.582096,3.4279156,4.8063936,4,HD 219828 c
578,8.554061,3.388867,4.832243,4,HD 219828 c
579,9.451713,4.2906814,5.738501,4,HD 220689 b
580,9.895073,9.654335,3.5267794,0,HD 221416 b
581,8.091238,3.337266,6.1383176,4,HD 221420 b
582,11.176018,2.7291262,6.916697,0,HD 222076 b
583,8.889805,4.3675385,4.086892,4,HD 224538 b
584,10.608455,10.178335,3.007713,0,HD 224693 b
585,11.294818,2.5464993,7.217928,0,HD 22532 b
586,11.00285,9.687845,2.7621307,0,HD 231701 b
587,10.743436,9.365796,2.763273,0,HD 231701 b
588,11.04183,0.6167275,6.9939475,0,HD 233604 b
589,8.808465,3.7341752,5.204762,4,HD 233832 b
590,5.2349143,9.956956,5.083948,0,HD 23472 b
591,5.2005076,10.033937,5.151828,0,HD 23472 c
592,5.248212,9.991641,5.110145,0,HD 23472 d
593,5.2393765,10.038724,5.1540956,0,HD 23472 e
594,5.273982,9.986441,5.102176,0,HD 23472 f
595,9.31855,4.527987,4.8665743,4,HD 23596 b
596,1.3080041,8.2146635,3.1250687,1,HD 238090 b
597,10.308073,1.8874474,5.9472528,4,HD 238914 b
598,10.936719,-0.2738197,5.9865055,3,HD 240237 b
599,8.585957,3.692013,6.3571844,4,HD 24040 b
600,9.671075,4.3524985,5.932322,0,HD 25171 b
601,10.98462,0.6003329,6.789001,0,HD 25723 b
602,0.82642287,9.187271,5.0434785,1,HD 260655 b
603,0.81683695,9.166238,5.0032067,1,HD 260655 c
604,12.242315,9.413743,1.4386975,0,HD 2685 b
605,9.494407,4.261011,5.9356685,0,HD 27631 b
606,7.9721284,4.238033,3.2493665,4,HD 28254 b
607,0.634471,8.547886,3.7945635,1,HD 285968 b
608,11.708341,2.4015856,6.842401,0,HD 28678 b
609,9.475663,4.24831,6.0976963,0,HD 290327 b
610,11.136159,2.6978965,6.9909678,0,HD 29399 b
611,10.954689,0.67732334,6.6700087,0,HD 2952 b
612,9.178542,3.8979495,5.562478,4,HD 30177 b
613,8.033891,4.213461,3.3114254,4,HD 30562 b
614,11.30436,2.5784016,6.736072,0,HD 30856 b
615,9.189778,6.665833,3.3679733,4,HD 31253 b
616,7.5958076,10.4459915,4.773528,0,HD 3167 b
617,7.441359,9.868617,4.565985,0,HD 3167 c
618,7.7780223,6.1242113,2.778893,4,HD 3167 d
619,7.165265,5.4368596,2.7940738,4,HD 3167 e
620,11.868423,2.6808515,6.8520265,0,HD 33142 b
621,11.759555,2.7303803,7.302872,0,HD 33142 b
622,11.228792,2.7147412,6.9242105,0,HD 33142 c
623,11.818321,2.567902,6.6848974,0,HD 33142 d
624,12.02896,10.565355,2.589677,0,HD 332231 b
625,8.562894,6.325531,2.4982083,4,HD 33283 b
626,11.531157,2.36972,6.775859,0,HD 33844 b
627,11.0599785,2.4325354,6.7633305,0,HD 33844 c
628,9.331355,4.93239,4.8763833,4,HD 34445 b
629,10.028199,4.5802536,5.965946,0,HD 34445 b
